geo,name,time,Babies per woman
americas,The Americas,1970,4.02
americas,The Americas,1971,3.88
americas,The Americas,1972,3.72
americas,The Americas,1973,3.61
americas,The Americas,1974,3.53
americas,The Americas,1975,3.46
americas,The Americas,1976,3.4
americas,The Americas,1977,3.36
americas,The Americas,1978,3.3
americas,The Americas,1979,3.26
americas,The Americas,1980,3.21
americas,The Americas,1981,3.16
americas,The Americas,1982,3.11
americas,The Americas,1983,3.05
americas,The Americas,1984,3
americas,The Americas,1985,2.95
americas,The Americas,1986,2.9
americas,The Americas,1987,2.86
americas,The Americas,1988,2.83
americas,The Americas,1989,2.81
americas,The Americas,1990,2.79
americas,The Americas,1991,2.75
americas,The Americas,1992,2.7
americas,The Americas,1993,2.65
americas,The Americas,1994,2.61
americas,The Americas,1995,2.56
americas,The Americas,1996,2.52
americas,The Americas,1997,2.48
americas,The Americas,1998,2.45
americas,The Americas,1999,2.42
americas,The Americas,2000,2.39
americas,The Americas,2001,2.34
americas,The Americas,2002,2.3
americas,The Americas,2003,2.27
americas,The Americas,2004,2.24
americas,The Americas,2005,2.22
americas,The Americas,2006,2.21
americas,The Americas,2007,2.19
americas,The Americas,2008,2.16
americas,The Americas,2009,2.12
americas,The Americas,2010,2.08
americas,The Americas,2011,2.06
americas,The Americas,2012,2.03
americas,The Americas,2013,2.01
americas,The Americas,2014,2
americas,The Americas,2015,1.97
americas,The Americas,2016,1.93
americas,The Americas,2017,1.89
americas,The Americas,2018,1.87
americas,The Americas,2019,1.83
americas,The Americas,2020,1.76
americas,The Americas,2021,1.75
americas,The Americas,2022,1.75
americas,The Americas,2023,1.72
americas,The Americas,2024,1.71
americas,The Americas,2025,1.7
americas,The Americas,2026,1.7
americas,The Americas,2027,1.69
americas,The Americas,2028,1.69
americas,The Americas,2029,1.68
americas,The Americas,2030,1.68
americas,The Americas,2031,1.67
americas,The Americas,2032,1.67
americas,The Americas,2033,1.67
americas,The Americas,2034,1.67
americas,The Americas,2035,1.66
americas,The Americas,2036,1.66
americas,The Americas,2037,1.66
americas,The Americas,2038,1.66
americas,The Americas,2039,1.66
americas,The Americas,2040,1.66
americas,The Americas,2041,1.66
americas,The Americas,2042,1.65
americas,The Americas,2043,1.65
americas,The Americas,2044,1.65
americas,The Americas,2045,1.65
americas,The Americas,2046,1.65
americas,The Americas,2047,1.65
americas,The Americas,2048,1.65
americas,The Americas,2049,1.64
americas,The Americas,2050,1.64
americas,The Americas,2051,1.64
americas,The Americas,2052,1.64
americas,The Americas,2053,1.64
americas,The Americas,2054,1.64
americas,The Americas,2055,1.64
americas,The Americas,2056,1.64
americas,The Americas,2057,1.64
americas,The Americas,2058,1.64
americas,The Americas,2059,1.64
americas,The Americas,2060,1.64
americas,The Americas,2061,1.64
americas,The Americas,2062,1.64
americas,The Americas,2063,1.64
americas,The Americas,2064,1.64
americas,The Americas,2065,1.64
americas,The Americas,2066,1.64
americas,The Americas,2067,1.64
americas,The Americas,2068,1.64
americas,The Americas,2069,1.64
americas,The Americas,2070,1.64
americas,The Americas,2071,1.64
americas,The Americas,2072,1.64
americas,The Americas,2073,1.64
americas,The Americas,2074,1.64
americas,The Americas,2075,1.64
americas,The Americas,2076,1.64
americas,The Americas,2077,1.64
americas,The Americas,2078,1.64
americas,The Americas,2079,1.64
americas,The Americas,2080,1.64
americas,The Americas,2081,1.64
americas,The Americas,2082,1.64
americas,The Americas,2083,1.64
americas,The Americas,2084,1.64
americas,The Americas,2085,1.64
americas,The Americas,2086,1.64
americas,The Americas,2087,1.64
americas,The Americas,2088,1.64
americas,The Americas,2089,1.64
americas,The Americas,2090,1.64
americas,The Americas,2091,1.64
americas,The Americas,2092,1.64
americas,The Americas,2093,1.64
americas,The Americas,2094,1.64
americas,The Americas,2095,1.64
americas,The Americas,2096,1.64
americas,The Americas,2097,1.64
americas,The Americas,2098,1.64
americas,The Americas,2099,1.64
americas,The Americas,2100,1.64
